Date,Season,HomeTeam,AwayTeam,FTHG,FTAG,FDR,PI_1,PI_N,PI_2,B365_1,B365_N,B365_2
02/10/10,2010,Valenciennes,Caen,2,1,H,2.18,3.14,3.92,2.15,3.1,3.25
26/09/10,2010,Lens,Paris SG,0,2,A,3.35,3.12,2.43,3.0,3.0,2.35
26/09/10,2010,Brest,Valenciennes,1,0,H,2.6,3.09,3.09,2.4,3.0,2.88
26/09/10,2010,Toulouse,Lille,1,1,D,2.78,3.06,2.89,2.54,3.0,2.7
25/09/10,2010,Lyon,St Etienne,0,1,A,1.7,3.66,5.9,1.62,3.3,5.75
25/09/10,2010,Auxerre,Nancy,2,2,D,1.98,3.3,4.49,1.95,3.1,3.75
25/09/10,2010,Caen,Bordeaux,0,0,D,3.24,3.05,2.54,3.25,3.0,2.2
25/09/10,2010,Lorient,Monaco,2,1,H,2.29,3.08,3.67,2.2,3.0,3.25
25/09/10,2010,Marseille,Sochaux,2,1,H,1.4,4.68,9.64,1.4,4.0,7.5
25/09/10,2010,Montpellier,Arles-Avignon,3,1,H,1.55,3.94,7.5,1.5,3.5,6.5
25/09/10,2010,Nice,Rennes,1,2,A,2.8,3.03,2.91,2.54,3.0,2.7
19/09/10,2010,Bordeaux,Lyon,2,0,H,2.63,3.12,3.02,2.4,3.0,2.88
19/09/10,2010,Lille,Auxerre,1,0,H,1.88,3.41,4.83,1.83,3.25,4.2
19/09/10,2010,Paris SG,Rennes,0,0,D,2.22,3.17,3.79,2.2,3.1,3.2
18/09/10,2010,Arles-Avignon,Marseille,0,3,A,5.59,3.61,1.74,4.75,3.3,1.73
18/09/10,2010,Lorient,Caen,0,1,A,2.25,3.1,3.78,2.2,3.0,3.25
18/09/10,2010,Monaco,Toulouse,0,0,D,2.47,2.99,3.42,2.4,3.0,2.9
18/09/10,2010,Nancy,Brest,0,2,A,2.02,3.28,4.33,1.91,3.2,3.8
18/09/10,2010,Sochaux,Nice,4,0,H,2.1,3.25,4.11,2.1,3.2,3.25
18/09/10,2010,St Etienne,Montpellier,3,0,H,2.09,3.23,4.11,1.91,3.2,3.8
18/09/10,2010,Valenciennes,Lens,1,1,D,2.11,3.24,4.01,2.1,3.1,3.4
12/09/10,2010,Marseille,Monaco,2,2,D,1.54,4.05,7.52,1.57,3.6,5.5
12/09/10,2010,Brest,Lorient,0,0,D,2.63,3.05,3.11,2.5,3.0,2.75
12/09/10,2010,Nice,Bordeaux,2,1,H,3.51,3.17,2.33,3.0,3.1,2.29
11/09/10,2010,Lens,Lille,1,4,A,3.43,3.16,2.37,3.2,3.0,2.25
11/09/10,2010,Auxerre,Caen,1,1,D,2.08,3.2,4.25,1.91,3.1,4.0
11/09/10,2010,Lyon,Valenciennes,1,1,D,1.54,4.01,7.7,1.44,4.0,6.5
11/09/10,2010,Montpellier,Nancy,1,2,A,2.04,3.25,4.32,1.91,3.1,4.0
11/09/10,2010,Paris SG,Arles-Avignon,4,0,H,1.43,4.42,9.75,1.4,4.2,7.0
11/09/10,2010,Rennes,Sochaux,2,1,H,1.6,3.88,6.95,1.57,3.5,5.75
11/09/10,2010,Toulouse,St Etienne,0,1,A,1.8,3.5,5.33,1.73,3.25,4.75
29/08/10,2010,Bordeaux,Marseille,1,1,D,2.48,3.15,3.23,2.29,3.0,3.1
29/08/10,2010,Lille,Nice,1,1,D,1.51,4.13,8.0,1.62,3.4,5.5
29/08/10,2010,Monaco,Auxerre,2,0,H,2.45,3.05,3.39,2.04,3.0,3.6
29/08/10,2010,Sochaux,Paris SG,3,1,H,3.46,3.14,2.37,2.88,3.0,2.4
28/08/10,2010,Caen,Brest,0,2,A,1.98,3.34,4.49,1.85,3.1,4.2
28/08/10,2010,Arles-Avignon,Rennes,0,1,A,3.37,3.12,2.42,3.2,3.0,2.25
28/08/10,2010,Lorient,Lyon,2,0,H,3.32,3.13,2.44,3.25,3.0,2.2
28/08/10,2010,Nancy,Toulouse,0,2,A,2.47,3.08,3.34,2.45,3.0,2.8
28/08/10,2010,St Etienne,Lens,3,1,H,2.08,3.24,4.17,1.91,3.1,4.0
28/08/10,2010,Valenciennes,Montpellier,0,1,A,2.2,3.19,3.82,2.2,3.0,3.25
22/08/10,2010,Paris SG,Bordeaux,1,2,A,2.29,3.12,3.63,2.25,3.0,3.2
22/08/10,2010,Montpellier,Caen,0,0,D,2.06,3.23,4.21,1.8,3.2,4.33
22/08/10,2010,Sochaux,Lille,0,0,D,3.99,3.24,2.12,3.5,3.1,2.04
21/08/10,2010,Auxerre,Valenciennes,1,1,D,2.06,3.21,4.24,1.83,3.1,4.33
21/08/10,2010,Lens,Monaco,2,2,D,2.5,3.11,3.21,2.45,2.9,2.9
21/08/10,2010,Lyon,Brest,1,0,H,1.39,4.72,9.86,1.25,5.0,10.0
21/08/10,2010,Marseille,Lorient,2,0,H,1.61,3.92,6.51,1.5,3.6,6.5
21/08/10,2010,Nice,Nancy,1,1,D,2.37,3.06,3.53,2.29,3.0,3.1
21/08/10,2010,Rennes,St Etienne,0,0,D,1.81,3.49,5.21,1.7,3.3,4.8
21/08/10,2010,Toulouse,Arles-Avignon,2,1,H,1.59,3.83,7.07,1.5,3.6,6.5
17/08/10,2010,Monaco,Montpellier,0,0,D,2.38,3.16,3.46,2.25,3.1,3.3
15/08/10,2010,Lille,Paris SG,0,0,D,2.09,3.28,4.05,2.04,3.0,3.6
15/08/10,2010,Bordeaux,Toulouse,1,2,A,1.6,3.88,6.83,1.53,3.5,6.5
15/08/10,2010,Caen,Lyon,3,2,H,4.59,3.36,1.94,4.33,3.2,1.8
14/08/10,2010,Arles-Avignon,Lens,0,1,A,3.25,3.04,2.54,2.88,2.88,2.5
14/08/10,2010,Brest,Auxerre,1,1,D,3.04,2.99,2.73,2.88,2.88,2.5
14/08/10,2010,Lorient,Nice,1,2,A,2.0,3.34,4.42,1.95,3.0,4.0
14/08/10,2010,Nancy,Rennes,0,3,A,2.67,3.08,3.03,2.5,2.88,2.88
14/08/10,2010,St Etienne,Sochaux,3,2,H,2.06,3.25,4.26,1.95,3.0,4.0
14/08/10,2010,Valenciennes,Marseille,3,2,H,4.29,3.37,2.0,4.09,3.2,1.85
08/08/10,2010,Montpellier,Bordeaux,1,0,H,3.02,3.13,2.64,2.9,3.0,2.4
07/08/10,2010,Auxerre,Lorient,2,2,D,1.93,3.4,4.57,1.85,3.2,4.2
07/08/10,2010,Lens,Nancy,1,2,A,2.06,3.4,4.01,2.04,3.0,3.75
07/08/10,2010,Lyon,Monaco,0,0,D,1.43,4.54,8.86,1.4,4.0,8.0
07/08/10,2010,Marseille,Caen,1,2,A,1.31,5.34,12.4,1.18,6.0,13.0
07/08/10,2010,Nice,Valenciennes,0,0,D,2.08,3.38,3.95,2.0,3.1,3.75
07/08/10,2010,Paris SG,St Etienne,3,1,H,1.76,3.64,5.37,1.7,3.3,5.0
07/08/10,2010,Rennes,Lille,1,1,D,2.48,3.21,3.18,2.38,3.1,2.88
07/08/10,2010,Sochaux,Arles-Avignon,2,1,H,1.71,3.61,5.9,1.57,3.4,6.0
07/08/10,2010,Toulouse,Brest,2,0,H,1.67,3.68,6.32,1.57,3.4,6.0
30/05/09,2008,Caen,Bordeaux,0,1,A,5.57,3.35,1.79,5.0,3.6,1.7
30/05/09,2008,Grenoble,Sochaux,0,1,A,3.65,2.5,2.85,3.0,2.5,2.75
30/05/09,2008,Lille,Nancy,3,2,H,1.45,4.24,8.51,1.4,4.5,7.5
30/05/09,2008,Lorient,Le Mans,1,1,D,2.94,2.5,3.5,2.9,2.5,3.4
30/05/09,2008,Marseille,Rennes,4,0,H,1.48,4.34,7.98,1.45,4.33,8.0
30/05/09,2008,Nantes,Auxerre,2,1,H,3.19,3.16,2.5,2.8,3.0,2.7
30/05/09,2008,Nice,Le Havre,0,0,D,1.61,3.99,7.15,1.62,3.4,6.5
30/05/09,2008,Paris SG,Monaco,0,0,D,1.43,4.75,9.1,1.44,4.33,7.0
30/05/09,2008,St Etienne,Valenciennes,4,0,H,1.5,4.48,8.61,1.45,4.33,6.0
30/05/09,2008,Toulouse,Lyon,0,0,D,2.48,3.2,3.64,2.25,3.1,3.5
23/05/09,2008,Auxerre,St Etienne,1,0,H,2.37,3.18,3.49,2.5,3.2,3.0
23/05/09,2008,Bordeaux,Monaco,1,0,H,1.26,6.3,16.04,1.25,5.5,13.0
23/05/09,2008,Le Havre,Lille,0,1,A,6.5,3.99,1.58,5.0,3.8,1.57
23/05/09,2008,Le Mans,Grenoble,1,1,D,1.53,4.28,7.45,1.6,3.6,7.0
23/05/09,2008,Lyon,Caen,3,1,H,1.34,5.17,11.25,1.33,4.75,10.0
23/05/09,2008,Nancy,Marseille,1,2,A,6.0,3.9,1.68,5.75,3.75,1.62
23/05/09,2008,Nice,Toulouse,0,2,A,3.05,3.28,2.58,3.1,3.2,2.38
23/05/09,2008,Rennes,Lorient,3,1,H,1.74,3.6,5.09,1.6,3.6,6.5
23/05/09,2008,Sochaux,Nantes,2,1,H,1.77,3.78,5.15,1.7,3.5,5.5
23/05/09,2008,Valenciennes,Paris SG,2,1,H,3.15,3.06,2.61,3.1,3.1,2.25
17/05/09,2008,Marseille,Lyon,1,3,A,2.04,3.51,3.8,2.1,3.1,3.5
17/05/09,2008,Lille,Nice,1,1,D,1.49,4.0,8.1,1.62,3.5,6.25
17/05/09,2008,Nantes,Rennes,1,1,D,2.7,2.99,3.1,2.63,3.2,2.9
16/05/09,2008,Paris SG,Auxerre,1,2,A,1.54,4.04,7.4,1.5,3.5,8.0
16/05/09,2008,Bordeaux,Le Mans,3,2,H,1.28,5.56,15.5,1.2,6.0,15.0
16/05/09,2008,Caen,Sochaux,2,0,H,2.52,3.12,3.28,2.38,2.88,3.1
16/05/09,2008,Grenoble,Nancy,0,0,D,2.79,2.84,3.3,2.4,2.88,3.25
17/05/09,2008,Lorient,Le Havre,1,1,D,1.54,3.96,7.95,1.57,3.8,8.5
16/05/09,2008,Monaco,Valenciennes,1,1,D,2.31,3.06,3.84,2.2,2.8,4.0
16/05/09,2008,St Etienne,Toulouse,2,2,D,2.21,3.31,3.8,2.1,3.25,3.75
13/05/09,2008,Valenciennes,Bordeaux,1,2,A,6.24,3.6,1.75,5.75,3.6,1.67
13/05/09,2008,Auxerre,Grenoble,2,0,H,1.88,3.38,5.3,1.85,3.25,5.25
13/05/09,2008,Le Havre,St Etienne,2,4,A,3.83,3.42,2.12,4.75,3.25,1.8
14/05/09,2008,Le Mans,Paris SG,0,1,A,3.31,3.06,2.54,3.6,3.1,2.15
13/05/09,2008,Nancy,Lorient,2,2,D,2.27,3.08,4.09,2.25,2.63,3.75
13/05/09,2008,Nice,Marseille,0,2,A,5.74,3.78,1.72,6.5,3.75,1.57
13/05/09,2008,Rennes,Caen,1,0,H,2.14,3.35,4.42,1.91,3.2,4.5
13/05/09,2008,Sochaux,Monaco,3,0,H,1.78,3.52,5.68,1.75,3.3,5.75
13/05/09,2008,Toulouse,Lille,0,0,D,2.19,3.19,3.62,2.25,2.9,3.5
12/05/09,2008,Lyon,Nantes,3,0,H,1.32,5.34,13.64,1.25,5.0,10.0
03/05/09,2008,Bordeaux,Sochaux,3,0,H,1.35,5.2,13.25,1.29,4.5,11.0
03/05/09,2008,Nantes,Le Havre,1,2,A,1.56,4.15,8.19,1.5,3.75,8.0
03/05/09,2008,Paris SG,Rennes,0,1,A,1.65,3.65,5.9,1.73,3.4,5.25
02/05/09,2008,Marseille,Toulouse,2,2,D,1.56,3.95,8.4,1.57,3.4,7.0
02/05/09,2008,Caen,Le Mans,3,1,H,2.21,3.21,3.99,2.1,2.88,3.75
02/05/09,2008,Grenoble,Nice,0,0,D,2.21,3.12,3.64,2.25,3.0,3.5
02/05/09,2008,Lorient,Lille,3,1,H,3.36,3.1,2.45,3.0,2.9,2.5
02/05/09,2008,Monaco,Auxerre,0,1,A,2.31,3.12,3.71,2.1,3.1,4.0
02/05/09,2008,St Etienne,Nancy,0,0,D,1.82,3.54,5.0,1.83,3.25,5.75
03/05/09,2008,Valenciennes,Lyon,2,0,H,5.33,3.53,1.87,5.25,3.3,1.75
29/04/09,2008,Rennes,Bordeaux,2,3,A,3.65,3.08,2.27,3.5,2.88,2.25
26/04/09,2008,Lille,Marseille,1,2,A,2.36,3.2,3.29,2.5,2.88,3.0
26/04/09,2008,Auxerre,Caen,2,1,H,2.15,3.14,4.25,2.1,3.1,3.75
26/04/09,2008,Le Havre,Grenoble,0,1,A,2.79,3.01,2.96,2.8,3.1,2.7
26/04/09,2008,Le Mans,Monaco,0,1,A,2.27,2.99,4.13,2.25,3.0,3.5
26/04/09,2008,Nancy,Nantes,2,0,H,2.06,3.16,4.59,2.1,2.8,4.0
26/04/09,2008,Nice,St Etienne,3,1,H,2.89,3.15,2.83,2.5,3.1,3.0
26/04/09,2008,Sochaux,Valenciennes,1,1,D,1.88,3.21,5.62,1.91,3.0,5.25
26/04/09,2008,Toulouse,Lorient,1,1,D,1.68,3.67,6.9,1.57,3.4,6.0
24/04/09,2008,Lyon,Paris SG,0,0,D,1.65,3.53,5.75,1.73,3.4,5.5
19/04/09,2008,Bordeaux,Lyon,1,0,H,2.44,3.17,3.4,2.5,2.88,3.1
19/04/09,2008,Lorient,Marseille,1,2,A,3.83,3.13,2.25,4.0,3.2,2.0
19/04/09,2008,Paris SG,Le Havre,3,0,H,1.36,5.3,14.0,1.25,5.0,11.0
18/04/09,2008,St Etienne,Lille,2,1,H,3.2,3.21,2.52,2.8,3.0,2.63
18/04/09,2008,Caen,Nancy,1,2,A,2.34,3.09,3.7,2.25,3.0,3.5
18/04/09,2008,Grenoble,Toulouse,1,0,H,3.94,3.07,2.27,3.6,3.0,2.2
19/04/09,2008,Monaco,Rennes,3,1,H,2.71,2.94,3.12,2.6,2.88,3.0
18/04/09,2008,Nantes,Nice,2,0,H,2.17,3.19,4.05,2.2,3.1,3.75
18/04/09,2008,Sochaux,Auxerre,0,1,A,1.91,3.17,5.36,1.95,3.0,4.75
18/04/09,2008,Valenciennes,Le Mans,0,2,A,2.1,3.22,4.07,2.04,3.0,4.2
12/04/09,2008,Lyon,Monaco,2,2,D,1.37,5.15,12.5,1.29,4.5,12.0
12/04/09,2008,Lille,Paris SG,0,0,D,2.14,3.21,4.38,2.1,2.9,3.6
12/04/09,2008,Marseille,Grenoble,4,1,H,1.38,4.75,13.0,1.3,4.5,12.0
11/04/09,2008,Rennes,St Etienne,1,0,H,1.88,3.41,5.4,1.8,3.25,5.0
11/04/09,2008,Auxerre,Bordeaux,0,2,A,3.71,3.01,2.33,3.3,3.1,2.29
11/04/09,2008,Le Havre,Caen,1,2,A,2.94,2.97,2.86,2.8,3.0,2.7
11/04/09,2008,Le Mans,Sochaux,2,0,H,2.9,3.03,3.04,2.8,2.9,2.8
11/04/09,2008,Nancy,Valenciennes,2,0,H,2.23,3.02,4.0,2.15,3.0,3.75
11/04/09,2008,Nice,Lorient,2,0,H,2.15,3.15,4.13,2.25,2.88,3.5
11/04/09,2008,Toulouse,Nantes,1,0,H,1.61,4.05,7.45,1.62,3.75,7.0
05/04/09,2008,St Etienne,Marseille,0,3,A,3.55,3.06,2.42,3.2,3.1,2.2
05/04/09,2008,Paris SG,Nice,2,1,H,1.73,3.56,6.25,1.67,3.25,5.5
05/04/09,2008,Sochaux,Rennes,3,0,H,,,,2.63,2.88,2.75
04/04/09,2008,Caen,Toulouse,0,0,D,3.19,3.05,2.58,3.0,2.9,2.38
04/04/09,2008,Bordeaux,Nancy,1,0,H,1.48,4.18,8.98,1.44,3.6,8.0
04/04/09,2008,Grenoble,Lorient,1,3,A,2.5,2.99,3.33,2.29,2.88,3.2
04/04/09,2008,Le Mans,Lyon,1,3,A,4.36,3.35,2.0,4.0,3.1,1.91
04/04/09,2008,Monaco,Le Havre,0,1,A,1.58,3.74,7.9,1.44,3.6,8.0
04/04/09,2008,Nantes,Lille,0,2,A,3.12,2.98,2.62,2.9,3.0,2.38
04/04/09,2008,Valenciennes,Auxerre,2,0,H,2.31,3.12,3.64,2.29,3.1,3.0
22/03/09,2008,Toulouse,Paris SG,4,1,H,2.62,3.06,3.11,2.38,2.9,3.0
22/03/09,2008,Lorient,St Etienne,3,1,H,2.54,3.12,3.15,2.38,2.9,3.0
22/03/09,2008,Lyon,Sochaux,2,0,H,1.41,4.55,9.59,1.36,4.0,9.0
21/03/09,2008,Marseille,Nantes,2,0,H,1.47,4.08,9.48,1.4,3.6,9.5
21/03/09,2008,Auxerre,Le Mans,2,0,H,2.1,3.15,4.18,2.04,3.0,3.6
21/03/09,2008,Le Havre,Bordeaux,0,3,A,6.32,3.48,1.71,5.0,3.25,1.7
21/03/09,2008,Lille,Grenoble,2,1,H,1.52,3.82,9.16,1.53,3.4,6.5
21/03/09,2008,Nancy,Monaco,0,1,A,2.2,3.01,4.08,2.2,2.9,3.4
21/03/09,2008,Nice,Caen,2,2,D,2.04,3.06,4.72,1.91,3.1,4.0
21/03/09,2008,Rennes,Valenciennes,0,0,D,1.62,3.5,7.34,1.6,3.3,6.0
15/03/09,2008,Paris SG,Marseille,1,3,A,2.31,3.13,3.7,2.25,3.1,3.2
15/03/09,2008,Grenoble,St Etienne,1,0,H,2.9,3.05,2.86,2.6,2.9,3.0
15/03/09,2008,Lyon,Auxerre,0,2,A,1.41,4.55,10.9,1.4,4.2,10.0
14/03/09,2008,Bordeaux,Nice,2,1,H,1.62,3.83,7.5,1.67,3.4,6.0
14/03/09,2008,Caen,Lille,0,1,A,3.24,3.01,2.6,3.2,2.9,2.6
14/03/09,2008,Le Mans,Rennes,2,2,D,3.56,3.03,2.42,2.9,2.88,2.63
14/03/09,2008,Monaco,Toulouse,3,2,H,3.1,2.95,2.66,2.7,2.88,2.8
14/03/09,2008,Nantes,Lorient,1,1,D,2.21,2.89,4.2,2.25,2.88,3.5
14/03/09,2008,Sochaux,Nancy,2,1,H,2.15,3.12,4.21,2.2,2.88,3.4
14/03/09,2008,Valenciennes,Le Havre,3,2,H,1.68,3.44,7.4,1.73,3.3,5.5
08/03/09,2008,St Etienne,Nantes,2,1,H,1.88,3.41,5.33,1.91,3.25,4.8
08/03/09,2008,Le Havre,Sochaux,2,1,H,3.37,3.09,2.5,3.25,3.0,2.4
08/03/09,2008,Rennes,Auxerre,2,0,H,1.75,3.52,6.35,1.75,3.1,5.0
07/03/09,2008,Lille,Lyon,2,0,H,3.21,3.02,2.65,3.0,3.0,2.63
07/03/09,2008,Grenoble,Caen,2,1,H,2.43,2.99,3.62,2.29,3.0,3.4
07/03/09,2008,Lorient,Paris SG,0,1,A,3.29,3.27,2.41,3.0,3.1,2.38
07/03/09,2008,Marseille,Valenciennes,0,0,D,1.56,3.93,8.76,1.57,3.6,6.5
07/03/09,2008,Nancy,Le Mans,2,2,D,2.04,3.18,4.48,2.1,3.1,4.0
07/03/09,2008,Nice,Monaco,0,0,D,2.52,2.97,3.43,2.38,2.9,3.6
07/03/09,2008,Toulouse,Bordeaux,3,0,H,2.96,3.05,2.77,2.75,2.88,2.75
01/03/09,2008,Lyon,Rennes,1,1,D,1.73,3.35,6.86,1.67,3.25,6.0
01/03/09,2008,Bordeaux,Lorient,1,0,H,1.63,3.83,8.15,1.62,3.5,6.25
01/03/09,2008,Caen,Marseille,0,1,A,3.76,3.22,2.29,3.4,3.1,2.2
01/03/09,2008,Monaco,St Etienne,2,2,D,2.5,3.1,3.35,2.15,2.9,3.5
01/03/09,2008,Paris SG,Nancy,4,1,H,1.6,3.77,7.6,1.65,3.4,6.0
28/02/09,2008,Auxerre,Toulouse,1,1,D,2.59,2.99,3.16,2.5,2.88,2.9
28/02/09,2008,Le Mans,Le Havre,2,0,H,1.83,3.4,5.77,1.8,3.2,5.0
28/02/09,2008,Nantes,Grenoble,1,1,D,2.13,3.1,4.34,2.2,3.0,4.0
28/02/09,2008,Sochaux,Nice,1,0,H,2.15,3.03,4.5,2.15,3.0,4.0
28/02/09,2008,Valenciennes,Lille,2,0,H,3.48,3.07,2.57,2.9,2.88,2.75
22/02/09,2008,Lille,Monaco,2,1,H,1.57,3.83,6.95,1.8,3.4,6.5
22/02/09,2008,Marseille,Le Mans,0,0,D,1.53,4.07,9.6,1.44,4.0,8.0
22/02/09,2008,St Etienne,Bordeaux,1,1,D,2.87,3.16,2.82,2.88,2.88,2.5
21/02/09,2008,Nice,Rennes,0,1,A,2.78,2.97,3.04,2.8,2.88,2.88
21/02/09,2008,Grenoble,Paris SG,0,0,D,4.38,3.24,2.09,4.0,3.1,2.04
21/02/09,2008,Le Havre,Auxerre,1,2,A,2.98,3.02,2.86,2.88,2.88,2.8
21/02/09,2008,Lorient,Sochaux,1,2,A,2.31,3.04,3.98,2.1,2.8,4.2
21/02/09,2008,Nancy,Lyon,0,2,A,3.84,3.03,2.29,4.0,3.0,2.1
21/02/09,2008,Nantes,Caen,1,1,D,2.5,2.92,3.29,2.5,3.0,3.2
21/02/09,2008,Toulouse,Valenciennes,0,0,D,1.86,3.39,5.01,1.7,3.25,6.0
17/02/09,2008,Le Mans,Lille,0,0,D,3.22,3.12,2.5,3.0,3.0,2.5
17/02/09,2008,Nancy,Nice,1,2,A,1.96,3.1,4.88,1.91,3.0,5.25
17/02/09,2008,Valenciennes,Caen,2,0,H,2.13,3.18,4.18,2.1,3.0,3.75
15/02/09,2008,Monaco,Marseille,0,1,A,3.48,3.11,2.34,3.8,3.0,2.1
15/02/09,2008,Lyon,Le Havre,3,1,H,1.24,6.19,20.16,1.25,5.5,15.0
15/02/09,2008,Sochaux,Toulouse,1,2,A,2.37,3.1,3.4,2.29,2.9,3.6
14/02/09,2008,Paris SG,St Etienne,2,1,H,1.78,3.34,6.38,1.7,3.3,6.5
14/02/09,2008,Auxerre,Lille,2,0,H,3.25,3.02,2.5,3.0,2.9,2.38
14/02/09,2008,Caen,Lorient,1,1,D,2.14,3.05,4.18,2.25,2.9,3.5
14/02/09,2008,Le Mans,Nice,1,2,A,2.35,3.08,3.57,2.5,3.0,3.0
14/02/09,2008,Bordeaux,Grenoble,1,1,D,1.37,4.59,13.0,1.36,4.0,9.0
14/02/09,2008,Rennes,Nancy,1,1,D,1.74,3.35,6.8,1.73,3.2,5.0
14/02/09,2008,Valenciennes,Nantes,1,1,D,2.2,3.05,4.2,2.25,3.0,3.5
08/02/09,2008,Marseille,Bordeaux,1,0,H,2.75,3.04,2.97,2.4,2.88,3.1
08/02/09,2008,Grenoble,Valenciennes,0,0,D,2.46,3.05,3.45,2.2,3.0,3.3
08/02/09,2008,Nice,Lyon,1,3,A,4.08,3.28,2.08,3.8,3.0,2.0
07/02/09,2008,Lille,Sochaux,3,2,H,1.63,3.6,7.3,1.57,3.4,6.0
07/02/09,2008,Le Havre,Rennes,1,0,H,4.94,3.14,2.12,4.2,3.0,2.0
07/02/09,2008,Lorient,Monaco,1,1,D,2.04,3.21,4.38,2.1,3.0,4.0
07/02/09,2008,Nancy,Auxerre,0,2,A,1.98,3.19,4.84,1.91,3.0,4.2
07/02/09,2008,Nantes,Paris SG,1,4,A,3.11,3.18,2.71,2.9,3.0,2.38
07/02/09,2008,St Etienne,Caen,3,2,H,1.86,3.32,5.69,1.8,3.0,5.0
07/02/09,2008,Toulouse,Le Mans,2,0,H,1.84,3.38,5.44,1.73,3.1,5.25
01/02/09,2008,Lyon,St Etienne,1,1,D,1.45,4.26,9.42,1.4,4.2,9.0
01/02/09,2008,Bordeaux,Lille,2,2,D,1.85,3.35,4.7,1.8,3.25,4.75
01/02/09,2008,Sochaux,Marseille,1,0,H,3.35,3.15,2.5,3.6,3.1,2.2
31/01/09,2008,Rennes,Toulouse,0,0,D,1.83,3.29,5.57,1.83,3.1,5.0
31/01/09,2008,Auxerre,Lorient,0,0,D,2.54,3.11,3.16,2.4,3.0,3.1
31/01/09,2008,Le Havre,Nancy,2,3,A,2.95,3.02,2.78,2.9,3.0,2.7
31/01/09,2008,Le Mans,Nantes,0,2,A,2.18,3.11,3.99,2.1,3.0,3.5
31/01/09,2008,Monaco,Grenoble,1,0,H,2.04,3.13,4.55,1.91,3.1,4.0
31/01/09,2008,Paris SG,Caen,2,0,H,1.59,3.87,7.06,1.57,3.5,6.0
31/01/09,2008,Valenciennes,Nice,1,0,H,2.42,3.01,3.44,2.6,3.0,2.9
18/01/09,2008,Lille,Rennes,1,0,H,2.27,2.97,4.0,2.1,3.0,3.5
18/01/09,2008,Caen,Monaco,2,2,D,2.12,3.17,4.32,2.1,3.1,4.0
18/01/09,2008,Paris SG,Sochaux,2,1,H,1.62,3.71,7.0,1.62,3.6,6.0
17/01/09,2008,Nantes,Bordeaux,1,2,A,4.34,3.06,2.1,4.0,3.0,2.04
17/01/09,2008,Grenoble,Lyon,0,2,A,6.5,3.56,1.71,4.75,3.5,1.73
17/01/09,2008,Lorient,Valenciennes,1,1,D,1.87,3.26,4.8,1.85,3.0,5.0
17/01/09,2008,Marseille,Le Havre,2,0,H,1.33,5.3,12.6,1.33,4.33,8.5
17/01/09,2008,Nice,Auxerre,2,0,H,2.02,3.28,4.63,1.91,3.0,4.33
17/01/09,2008,St Etienne,Le Mans,1,1,D,1.81,3.15,5.26,2.0,3.1,4.2
17/01/09,2008,Toulouse,Nancy,3,0,H,2.24,3.08,3.85,2.04,3.0,3.8
11/01/09,2008,Bordeaux,Paris SG,4,0,H,2.04,3.16,4.3,1.91,3.0,4.2
10/01/09,2008,Auxerre,Marseille,0,2,A,3.64,3.16,2.29,3.6,3.1,2.25
10/01/09,2008,Le Havre,Toulouse,0,1,A,2.95,2.97,2.83,2.75,3.0,2.75
10/01/09,2008,Lyon,Lorient,1,1,D,1.43,4.72,9.53,1.36,3.8,10.0
10/01/09,2008,Monaco,Nantes,1,2,A,1.98,3.33,4.46,2.1,3.1,4.0
10/01/09,2008,Rennes,Grenoble,1,0,H,1.58,3.79,7.5,1.57,3.75,7.0
10/01/09,2008,Sochaux,St Etienne,1,0,H,2.45,3.02,3.53,2.29,2.88,3.2
21/12/08,2008,Monaco,Bordeaux,3,4,A,3.91,3.23,2.15,3.75,3.1,2.15
21/12/08,2008,Marseille,Nancy,0,3,A,1.51,4.26,8.4,1.53,3.75,7.0
21/12/08,2008,Paris SG,Valenciennes,2,2,D,1.41,4.4,9.6,1.5,3.8,7.5
20/12/08,2008,Caen,Lyon,0,1,A,4.67,3.51,1.88,5.25,3.4,1.73
20/12/08,2008,Grenoble,Le Mans,2,1,H,2.52,2.97,3.32,2.29,2.88,3.4
20/12/08,2008,Lille,Le Havre,3,1,H,1.43,4.25,10.8,1.33,4.33,8.0
20/12/08,2008,Lorient,Rennes,1,2,A,2.82,3.0,2.96,2.5,2.88,3.1
20/12/08,2008,Nantes,Sochaux,1,1,D,2.23,3.15,3.79,2.1,3.0,3.5
20/12/08,2008,St Etienne,Auxerre,2,0,H,1.93,3.36,4.76,1.83,3.25,4.75
20/12/08,2008,Toulouse,Nice,2,2,D,2.09,3.23,4.79,1.91,3.0,4.5
14/12/08,2008,Lyon,Marseille,0,0,D,1.88,3.55,5.05,1.85,3.3,4.5
14/12/08,2008,Le Havre,Lorient,1,3,A,2.76,2.98,3.02,2.63,3.0,2.88
14/12/08,2008,Nice,Lille,0,1,A,2.64,2.98,3.16,2.5,3.0,3.2
13/12/08,2008,Rennes,Nantes,0,0,D,1.65,3.85,6.9,1.62,3.5,6.25
13/12/08,2008,Auxerre,Paris SG,1,2,A,3.03,2.89,2.74,2.75,3.0,2.8
13/12/08,2008,Le Mans,Bordeaux,1,3,A,3.39,3.03,2.45,2.88,3.1,2.38
13/12/08,2008,Nancy,Grenoble,2,0,H,1.96,3.24,4.69,1.83,3.1,4.5
13/12/08,2008,Sochaux,Caen,2,2,D,2.16,3.05,4.24,2.2,3.1,3.8
